Place_ID X Date,target
0OS9LVX X 2020-01-02,52.61733680369004
0OS9LVX X 2020-01-03,38.82166224168813
0OS9LVX X 2020-01-04,32.78211541565709
0OS9LVX X 2020-01-05,33.60111219967854
0OS9LVX X 2020-01-06,31.518831657713484
0OS9LVX X 2020-01-07,27.686066789290606
0OS9LVX X 2020-01-08,36.73445327050695
0OS9LVX X 2020-01-09,39.29505072494668
0OS9LVX X 2020-01-10,36.612353730368
0OS9LVX X 2020-01-11,47.16856358571174
0OS9LVX X 2020-01-12,42.898558081918864
0OS9LVX X 2020-01-13,46.378734562384764
0OS9LVX X 2020-01-14,43.6365366691132
0OS9LVX X 2020-01-15,48.09887922316263
0OS9LVX X 2020-01-16,43.09850898454006
0OS9LVX X 2020-01-17,45.87797114964765
0OS9LVX X 2020-01-18,48.35395087673986
0OS9LVX X 2020-01-19,47.17954991240881
0OS9LVX X 2020-01-20,40.04566845616232
0OS9LVX X 2020-01-21,44.10877848119214
0OS9LVX X 2020-01-22,43.80698631066431
0OS9LVX X 2020-01-23,35.40375818574695
0OS9LVX X 2020-01-24,22.32577667239343
0OS9LVX X 2020-01-25,22.210156127971345
0OS9LVX X 2020-01-26,18.170886403614084
0OS9LVX X 2020-01-27,27.166409360876834
0OS9LVX X 2020-01-28,29.17618845796647
0OS9LVX X 2020-01-29,36.81046116371408
0OS9LVX X 2020-01-30,30.599522654118378
0OS9LVX X 2020-01-31,34.583102672476414
0OS9LVX X 2020-02-01,32.290661134807905
0OS9LVX X 2020-02-02,35.41684283786914
0OS9LVX X 2020-02-03,47.09951870996063
0OS9LVX X 2020-02-04,40.57394265985305
0OS9LVX X 2020-02-05,41.607065559756236
0OS9LVX X 2020-02-06,48.31763512278899
0OS9LVX X 2020-02-07,40.04033858020409
0OS9LVX X 2020-02-08,42.35520282107425
0OS9LVX X 2020-02-09,47.54069789350376
0OS9LVX X 2020-02-10,37.688873019234734
0OS9LVX X 2020-02-11,45.208350007174985
0OS9LVX X 2020-02-12,41.81063492166014
0OS9LVX X 2020-02-13,37.59078700950177
0OS9LVX X 2020-02-14,40.094887319225634
0OS9LVX X 2020-02-15,41.722361629998964
0OS9LVX X 2020-02-16,39.1417714979423
0OS9LVX X 2020-02-17,34.848870450606285
0OS9LVX X 2020-02-18,34.32518202551579
0OS9LVX X 2020-02-19,49.10920743534076
0OS9LVX X 2020-02-20,37.348023186532075
0OS9LVX X 2020-02-21,34.492864280672336
0OS9LVX X 2020-02-22,37.341518662874364
0OS9LVX X 2020-02-23,41.646104841502996
0OS9LVX X 2020-02-24,34.244369874861505
0OS9LVX X 2020-02-25,38.02039683560098
0OS9LVX X 2020-02-26,31.74236208106729
0OS9LVX X 2020-02-27,37.90389575943099
0OS9LVX X 2020-02-28,40.31523540498564
0OS9LVX X 2020-02-29,37.774305759985126
0OS9LVX X 2020-03-01,35.101191798302935
0OS9LVX X 2020-03-02,37.38844511073293
0OS9LVX X 2020-03-03,37.08466984910027
0OS9LVX X 2020-03-04,45.09191825614447
0OS9LVX X 2020-03-05,37.965403070592416
0OS9LVX X 2020-03-06,45.43240307830354
0OS9LVX X 2020-03-07,45.49672118865024
0OS9LVX X 2020-03-08,37.723117229414456
0OS9LVX X 2020-03-09,40.330542702447744
0OS9LVX X 2020-03-10,43.889097007092815
0OS9LVX X 2020-03-11,36.122773108183296
0OS9LVX X 2020-03-12,35.592902357227224
0OS9LVX X 2020-03-13,35.26076893347237
0OS9LVX X 2020-03-14,40.04514738680905
0OS9LVX X 2020-03-15,37.554696759678635
