Place_ID X Date,target
0OS9LVX X 2020-01-02,57.81
0OS9LVX X 2020-01-03,54.5
0OS9LVX X 2020-01-04,57.4
0OS9LVX X 2020-01-05,55.7
0OS9LVX X 2020-01-06,36.4
0OS9LVX X 2020-01-07,32.7
0OS9LVX X 2020-01-08,59.2
0OS9LVX X 2020-01-09,58.5
0OS9LVX X 2020-01-10,56.8
0OS9LVX X 2020-01-11,34.8
0OS9LVX X 2020-01-12,71.6
0OS9LVX X 2020-01-13,70.01
0OS9LVX X 2020-01-14,64.7
0OS9LVX X 2020-01-15,76.6
0OS9LVX X 2020-01-16,45.9
0OS9LVX X 2020-01-17,70.8
0OS9LVX X 2020-01-18,49.81
0OS9LVX X 2020-01-19,55.5
0OS9LVX X 2020-01-20,38.07
0OS9LVX X 2020-01-21,50.7
0OS9LVX X 2020-01-22,59.3
0OS9LVX X 2020-01-23,45.0
0OS9LVX X 2020-01-24,29.55
0OS9LVX X 2020-01-25,36.9
0OS9LVX X 2020-01-26,22.7
0OS9LVX X 2020-01-27,45.8
0OS9LVX X 2020-01-28,50.6
0OS9LVX X 2020-01-29,48.0
0OS9LVX X 2020-01-30,44.0
0OS9LVX X 2020-01-31,49.7
0OS9LVX X 2020-02-01,50.7
0OS9LVX X 2020-02-02,63.4
0OS9LVX X 2020-02-03,58.3
0OS9LVX X 2020-02-04,62.0
0OS9LVX X 2020-02-05,41.0
0OS9LVX X 2020-02-06,51.9
0OS9LVX X 2020-02-07,54.6
0OS9LVX X 2020-02-08,47.9
0OS9LVX X 2020-02-09,69.4
0OS9LVX X 2020-02-10,44.9
0OS9LVX X 2020-02-11,50.8
0OS9LVX X 2020-02-12,66.8
0OS9LVX X 2020-02-13,61.2
0OS9LVX X 2020-02-14,32.7
0OS9LVX X 2020-02-15,37.0
0OS9LVX X 2020-02-16,35.2
0OS9LVX X 2020-02-17,55.31
0OS9LVX X 2020-02-18,47.7
0OS9LVX X 2020-02-19,37.2
0OS9LVX X 2020-02-20,46.9
0OS9LVX X 2020-02-21,42.9
0OS9LVX X 2020-02-22,63.6
0OS9LVX X 2020-02-23,40.0
0OS9LVX X 2020-02-24,29.5
0OS9LVX X 2020-02-25,27.85
0OS9LVX X 2020-02-26,35.3
0OS9LVX X 2020-02-27,31.8
0OS9LVX X 2020-02-28,44.410000000000004
0OS9LVX X 2020-02-29,36.6
0OS9LVX X 2020-03-01,37.7
0OS9LVX X 2020-03-02,32.7
0OS9LVX X 2020-03-03,57.2
0OS9LVX X 2020-03-04,39.0
0OS9LVX X 2020-03-05,49.0
0OS9LVX X 2020-03-06,54.2
0OS9LVX X 2020-03-07,39.7
0OS9LVX X 2020-03-08,43.5
0OS9LVX X 2020-03-09,28.6
0OS9LVX X 2020-03-10,21.4
0OS9LVX X 2020-03-11,37.0
0OS9LVX X 2020-03-12,40.7
0OS9LVX X 2020-03-13,33.8
0OS9LVX X 2020-03-14,49.2
0OS9LVX X 2020-03-15,41.4
0OS9LVX X 2020-03-16,35.1
0OS9LVX X 2020-03-17,28.9
0OS9LVX X 2020-03-18,40.7
0OS9LVX X 2020-03-19,50.8
0OS9LVX X 2020-03-20,30.6
0OS9LVX X 2020-03-21,26.5
0OS9LVX X 2020-03-22,34.9
0OS9LVX X 2020-03-23,38.2
0OS9LVX X 2020-03-24,34.7
0OS9LVX X 2020-03-25,37.6
0OS9LVX X 2020-03-26,27.8
0OS9LVX X 2020-03-27,33.0
0OS9LVX X 2020-03-28,47.0
0OS9LVX X 2020-03-29,43.9
0OS9LVX X 2020-03-30,50.1
0OS9LVX X 2020-03-31,50.0
0OS9LVX X 2020-04-01,48.0
0OS9LVX X 2020-04-02,29.4
0OS9LVX X 2020-04-03,30.2
0OS9LVX X 2020-04-04,85.5
0Q2LTOG X 2020-01-02,141.6
0Q2LTOG X 2020-01-03,108.8
0Q2LTOG X 2020-01-04,126.7
0Q2LTOG X 2020-01-05,104.2
